symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url,date
GGB,Gerdau S.A. Common Stock,$2.59,0.02,0.778%,10219185,5384106400.00,Brazil,,Steel/Iron Ore,Industrials,/market-activity/stocks/ggb,2025-04-25
GGG,Graco Inc. Common Stock,$78.97,-0.01,-0.013%,1711522,13384938811.00,United States,,Fluid Controls,Industrials,/market-activity/stocks/ggg,2025-04-25
GGN,GAMCO Global Gold Natural Resources & Income Trust,$4.25,-0.02,-0.468%,902668,0.00,United States,2005,Finance/Investors Services,Finance,/market-activity/stocks/ggn,2025-04-25
GGN^B,GAMCO Global Gold Natural Reources & Income Trust 5.00% Series B Cumulative 25.00 Liquidation Preference,$20.50,0.14,0.688%,10031,,United States,,,,/market-activity/stocks/ggn^b,2025-04-25
GGR,Gogoro Inc. Ordinary Shares,$0.2598,-0.0074,-2.769%,359365,76732785.00,Taiwan,,Auto Manufacturing,Consumer Discretionary,/market-activity/stocks/ggr,2025-04-25
GGROW,Gogoro Inc. Warrant,$0.0235,0.00,0.00%,58,6940802.00,Taiwan,,Auto Manufacturing,Consumer Discretionary,/market-activity/stocks/ggrow,2025-04-25
GGT,Gabelli Multi-Media Trust Inc. (The) Common Stock,$4.66,0.03,0.648%,156512,128316600.00,United States,,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/ggt,2025-04-25
GGT^E,Gabelli Multi-Media Trust Inc. (The) 5.125% Series E Cumulative Preferred Stock,$23.0162,-0.2738,-1.176%,313,,United States,,,,/market-activity/stocks/ggt^e,2025-04-25
GGT^G,Gabelli Multi-Media Trust Inc. (The) 5.125% Series G Cumulative Preferred Shares,$22.60,0.00,0.00%,4,,United States,,,,/market-activity/stocks/ggt^g,2025-04-25
GGZ,Gabelli Global Small and Mid Cap Value Trust (The) Common Shares of Beneficial Interest,$11.61,0.12,1.044%,6338,103003537.00,,2014,Investment Managers,Finance,/market-activity/stocks/ggz,2025-04-25
GH,Guardant Health Inc. Common Stock,$45.64,1.84,4.201%,2317069,5632954567.00,United States,2018,Medical Specialities,Health Care,/market-activity/stocks/gh,2025-04-25
GHC,Graham Holdings Company Common Stock,$921.11,13.33,1.468%,26891,3997601741.00,United States,,Other Consumer Services,Real Estate,/market-activity/stocks/ghc,2025-04-25
GHG,GreenTree Hospitality Group Ltd. American depositary shares each representing one Class A ordinary share,$2.14,-0.05,-2.283%,30153,217303135.00,,2018,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/ghg,2025-04-25
GHI,Greystone Housing Impact Investors LP Beneficial Unit Certificates representing assignments of limited partnership interests,$11.62,-0.10,-0.853%,23203,270634936.00,United States,2022,Finance: Consumer Services,Finance,/market-activity/stocks/ghi,2025-04-25
GHLD,Guild Holdings Company Class A Common Stock,$13.01,0.10,0.775%,6833,805369036.00,United States,2020,Finance: Consumer Services,Finance,/market-activity/stocks/ghld,2025-04-25
GHM,Graham Corporation Common Stock,$29.78,0.16,0.54%,56917,324689464.00,United States,1978,Industrial Machinery/Components,Industrials,/market-activity/stocks/ghm,2025-04-25
GHRS,GH Research PLC Ordinary Shares,$9.50,0.09,0.956%,281646,589267378.00,Ireland,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/ghrs,2025-04-25
GHY,PGIM Global High Yield Fund Inc.,$12.17,0.19,1.586%,175958,0.00,United States,2012,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/ghy,2025-04-25
GIB,CGI Inc. Common Stock,$104.51,-1.25,-1.182%,323234,23826102116.00,Canada,,Professional Services,Consumer Discretionary,/market-activity/stocks/gib,2025-04-25
GIC,Global Industrial Company Common Stock,$21.58,-0.18,-0.827%,70749,826756840.00,United States,,Industrial Machinery/Components,Industrials,/market-activity/stocks/gic,2025-04-25
GIFI,Gulf Island Fabrication Inc. Common Stock,$6.94,0.07,1.019%,31840,113442996.00,United States,1997,Metal Fabrications,Industrials,/market-activity/stocks/gifi,2025-04-25
GIFT,Giftify Inc. Common Stock,$1.75,0.01,0.575%,7127,50957212.00,United States,,Catalog/Specialty Distribution,Consumer Discretionary,/market-activity/stocks/gift,2025-04-25
GIGGW,GigCapital7 Corp. Warrant,$0.07,0.00,0.00%,25740,0.00,United States,2024,Blank Checks,Finance,/market-activity/stocks/giggw,2025-04-25
GIGM,GigaMedia Limited Ordinary Shares,$1.6199,0.0799,5.188%,14454,17903515.00,Taiwan,,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/gigm,2025-04-25
GIII,G-III Apparel Group LTD. Common Stock,$24.69,-0.02,-0.081%,588265,1083476381.00,United States,1989,Apparel,Consumer Discretionary,/market-activity/stocks/giii,2025-04-25
GIL,Gildan Activewear Inc. Class A Sub. Vot. Common Stock,$42.62,0.77,1.84%,1077957,6471897377.00,Canada,2000,Apparel,Consumer Discretionary,/market-activity/stocks/gil,2025-04-25
GILD,Gilead Sciences Inc. Common Stock,$106.38,0.87,0.825%,8178745,132479914076.00,United States,1992,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/gild,2025-04-25
GILT,Gilat Satellite Networks Ltd. Ordinary Shares,$6.26,0.04,0.643%,219063,357222844.00,Israel,,Radio And Television Broadcasting And Communications Equipment,Technology,/market-activity/stocks/gilt,2025-04-25
GIPR,Generation Income Properties Inc. Common Stock,$1.47,0.00,0.00%,4348,8001486.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/gipr,2025-04-25
GIS,General Mills Inc. Common Stock,$57.28,-0.78,-1.343%,3493687,31366558588.00,United States,,Packaged Foods,Consumer Staples,/market-activity/stocks/gis,2025-04-25
GITS,Global Interactive Technologies Inc. Common Stock,$1.15,-0.03,-2.542%,33001,3036493.00,South Korea,2023,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/gits,2025-04-25
GJR,Synthetic Fixed-Income Securities Inc. STRATS Trust for Procter&Gamble Securities Series 2006-1,$24.80,0.34,1.39%,504,0.00,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/gjr,2025-04-25
GJS,Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities Series 2006-2,$22.61,0.00,0.00%,2457,7055202536.00,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/gjs,2025-04-25
GJT,Synthetic Fixed-Income Securities Inc. Floating Rate Structured Repackaged Asset-Backed Trust Securities Certificates Series 2006-3,$22.15,0.00,0.00%,150,0.00,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/gjt,2025-04-25
GKOS,Glaukos Corporation Common Stock,$92.61,2.88,3.21%,904492,5238705617.00,United States,2015,Medical/Dental Instruments,Health Care,/market-activity/stocks/gkos,2025-04-25
GL,Globe Life Inc. Common Stock,$122.79,1.11,0.912%,432978,10295747983.00,United States,,Life Insurance,Finance,/market-activity/stocks/gl,2025-04-25
GL^D,Globe Life Inc. 4.25% Junior Subordinated Debentures due 2061,$15.61,0.26,1.694%,17960,,United States,,,,/market-activity/stocks/gl^d,2025-04-25
GLAD,Gladstone Capital Corporation Common Stock,$24.85,0.36,1.47%,78892,554896822.00,United States,2001,Textiles,Consumer Discretionary,/market-activity/stocks/glad,2025-04-25
GLADZ,Gladstone Capital Corporation 7.75% Notes due 2028,$25.36,0.15,0.595%,2883,551692827.00,United States,,,,/market-activity/stocks/gladz,2025-04-25
GLBE,Global-E Online Ltd. Ordinary Shares,$34.76,1.82,5.525%,2456912,5879002876.00,Israel,2021,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/glbe,2025-04-25
GLBS,Globus Maritime Limited Common Stock,$1.13,-0.01,-0.877%,7907,23258000.00,Greece,,Marine Transportation,Consumer Discretionary,/market-activity/stocks/glbs,2025-04-25
GLBZ,Glen Burnie Bancorp Common Stock,$5.16,-0.19,-3.551%,1235,14967514.00,United States,,Major Banks,Finance,/market-activity/stocks/glbz,2025-04-25
GLDD,Great Lakes Dredge & Dock Corporation Common Stock,$8.85,0.25,2.907%,456599,595450373.00,United States,,Military/Government/Technical,Industrials,/market-activity/stocks/gldd,2025-04-25
GLDG,GoldMining Inc. Common Shares,$0.818,-0.0121,-1.458%,1139601,154377366.00,,,Precious Metals,Basic Materials,/market-activity/stocks/gldg,2025-04-25
GLE,Global Engine Group Holding Limited Class A Ordinary Shares,$1.8109,0.0509,2.892%,3938,33139470.00,Hong Kong,2024,EDP Services,Technology,/market-activity/stocks/gle,2025-04-25
GLMD,Galmed Pharmaceuticals Ltd. Ordinary Shares,$1.63,0.1698,11.629%,58416,3680595.00,Israel,2014,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/glmd,2025-04-25
GLNG,Golar Lng Ltd,$39.51,0.65,1.673%,1292693,4133634027.00,Bermuda,,Marine Transportation,Consumer Discretionary,/market-activity/stocks/glng,2025-04-25
GLO,Clough Global Opportunities Fund Common Stock,$4.76,0.11,2.366%,86000,0.00,United States,2006,Finance/Investors Services,Finance,/market-activity/stocks/glo,2025-04-25
GLOB,Globant S.A. Common Shares,$112.24,7.31,6.967%,1223709,4943673430.00,United States,2014,EDP Services,Technology,/market-activity/stocks/glob,2025-04-25
GLOP^A,GasLog Partners LP 8.625% Series A Cumulative Redeemable Perpetual Fixed to Floating Rate Preference Units,$25.04,-0.02,-0.08%,4267,,Greece,,,,/market-activity/stocks/glop^a,2025-04-25
GLOP^B,GasLog Partners LP 8.200% Series B Cumulative Redeemable Perpetual Fixed to Floating Rate Preference Units,$25.50,0.08,0.315%,2172,,Greece,,,,/market-activity/stocks/glop^b,2025-04-25
GLOP^C,GasLog Partners LP 8.500% Series C Cumulative Redeemable Perpetual Fixed to Floating Rate Preference Units,$25.24,-0.22,-0.864%,2411,,Greece,,,,/market-activity/stocks/glop^c,2025-04-25
GLP,Global Partners LP Common Units representing Limited Partner Interests,$51.74,1.98,3.979%,35618,1758930430.00,United States,2005,Oil Refining/Marketing,Energy,/market-activity/stocks/glp,2025-04-25
GLP^B,Global Partners LP 9.50% Series B Fixed Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,$25.9444,0.2531,0.985%,12644,,United States,,,,/market-activity/stocks/glp^b,2025-04-25
GLPG,Galapagos NV American Depositary Shares,$25.50,0.42,1.675%,458088,1680375311.00,Belgium,2015,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/glpg,2025-04-25
GLPI,Gaming and Leisure Properties Inc. Common Stock,$49.56,0.27,0.548%,2241852,13620698997.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/glpi,2025-04-25
GLQ,Clough Global Equity Fund Clough Global Equity Fund Common Shares of Beneficial Interest,$6.03,0.07,1.174%,24640,0.00,United States,2005,Finance/Investors Services,Finance,/market-activity/stocks/glq,2025-04-25
GLRE,Greenlight Capital Re Ltd. Class A Ordinary Shares,$13.31,-0.17,-1.261%,54773,460049183.00,Cayman Islands,2007,Property-Casualty Insurers,Finance,/market-activity/stocks/glre,2025-04-25
GLSI,Greenwich LifeSciences Inc. Common Stock,$9.85,0.22,2.285%,217510,130744359.00,United States,2020,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/glsi,2025-04-25
GLTO,Galecto Inc. Common Stock,$2.75,0.07,2.612%,34022,3636487.00,Denmark,2020,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/glto,2025-04-25
GLU,Gabelli Global Utility Common Shares of Beneficial Ownership,$15.84,-0.11,-0.69%,34515,94547550.00,United States,2004,Finance/Investors Services,Finance,/market-activity/stocks/glu,2025-04-25
GLU^A,The Gabelli Global Utility and Income Trust Series A Cumulative Puttable and Callable Preferred Shares,$48.77,0.00,0.00%,5,,United States,,,,/market-activity/stocks/glu^a,2025-04-25
GLU^B,The Gabelli Global Utility and Income Trust Series B Cumulative Puttable and Callable Preferred Shares,$50.25,0.045,0.09%,1501,,United States,,,,/market-activity/stocks/glu^b,2025-04-25
GLUE,Monte Rosa Therapeutics Inc. Common Stock,$5.33,0.52,10.811%,676994,327847346.00,United States,2021,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/glue,2025-04-25
GLV,Clough Global Dividend and Income Fund Common Shares of beneficial interest,$5.21,0.055,1.067%,34306,66216927.00,United States,2004,Finance/Investors Services,Finance,/market-activity/stocks/glv,2025-04-25
GLW,Corning Incorporated Common Stock,$42.97,1.22,2.922%,6431052,36806555123.00,United States,,Telecommunications Equipment,Industrials,/market-activity/stocks/glw,2025-04-25
GLXG,Galaxy Payroll Group Limited Class A Ordinary Shares,$0.5828,0.0128,2.246%,155867,10344700.00,Hong Kong,2024,Diversified Commercial Services,Consumer Discretionary,/market-activity/stocks/glxg,2025-04-25
GLYC,GlycoMimetics Inc. Common Stock,$0.2387,0.0122,5.386%,3548163,15399459.00,United States,2014,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/glyc,2025-04-25
GM,General Motors Company Common Stock,$45.84,0.68,1.506%,9032792,45610886683.00,United States,2010,Auto Manufacturing,Consumer Discretionary,/market-activity/stocks/gm,2025-04-25
GMAB,Genmab A/S ADS,$20.13,-0.14,-0.691%,1292692,13323480542.00,Denmark,2019,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/gmab,2025-04-25
GME,GameStop Corporation Common Stock,$27.12,-0.68,-2.446%,8862655,12124917565.00,United States,2002,Electronics Distribution,Consumer Discretionary,/market-activity/stocks/gme,2025-04-25
GMED,Globus Medical Inc. Class A Common Stock,$71.79,1.73,2.469%,1017852,9874114910.00,United States,2012,Medical/Dental Instruments,Health Care,/market-activity/stocks/gmed,2025-04-25
GMGI,Golden Matrix Group Inc. Common Stock,$2.14,0.02,0.943%,50899,282666351.00,United States,,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/gmgi,2025-04-25
GMHS,Gamehaus Holdings Inc. Class A Ordinary Shares,$1.30,0.04,3.175%,23633,69640190.00,China,,EDP Services,Technology,/market-activity/stocks/gmhs,2025-04-25
GMM,Global Mofy AI Limited Class A Ordinary Shares,$2.36,0.19,8.756%,70991,6917712.00,China,2023,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/gmm,2025-04-25
GMRE,Global Medical REIT Inc. Common Stock,$7.66,0.14,1.862%,604350,512233606.00,United States,2016,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/gmre,2025-04-25
GMRE^A,Global Medical REIT Inc. Series A Cumulative Redeemable Preferred Stock,$24.765,-0.355,-1.413%,1013,,United States,,,,/market-activity/stocks/gmre^a,2025-04-25
GMS,GMS Inc. Common Stock,$71.36,0.10,0.14%,226078,2739444606.00,United States,2016,RETAIL: Building Materials,Consumer Discretionary,/market-activity/stocks/gms,2025-04-25
GNE,Genie Energy Ltd. Class B Common Stock Stock,$15.22,-0.05,-0.327%,44354,411088304.00,United States,2011,Power Generation,Utilities,/market-activity/stocks/gne,2025-04-25
GNFT,GENFIT S.A. American Depositary Shares,$3.6417,0.3617,11.027%,16127,181484058.00,France,2019,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/gnft,2025-04-25
GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands),$12.70,0.44,3.589%,592407,543025267.00,United States,,Marine Transportation,Consumer Discretionary,/market-activity/stocks/gnk,2025-04-25
GNL,Global Net Lease Inc. Common Stock,$7.54,-0.04,-0.528%,1598874,1740107236.00,United States,2015,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/gnl,2025-04-25
GNL^A,Global Net Lease Inc. 7.25% Series A Cumulative Redeemable Preferred Stock $0.01 par value per share,$21.43,0.2416,1.14%,5520,,United States,,,,/market-activity/stocks/gnl^a,2025-04-25
GNL^B,Global Net Lease Inc. 6.875% Series B Cumulative Redeemable Perpetual Preferred Stock,$20.4199,0.1799,0.889%,2016,,United States,,,,/market-activity/stocks/gnl^b,2025-04-25
GNL^D,Global Net Lease Inc. 7.50% Series D Cumulative Redeemable Perpetual Preferred Stock,$22.19,0.06,0.271%,3995,,United States,,,,/market-activity/stocks/gnl^d,2025-04-25
GNL^E,Global Net Lease Inc. 7.375% Series E Cumulative Redeemable Perpetual Preferred Stock,$22.00,0.30,1.382%,3883,,United States,,,,/market-activity/stocks/gnl^e,2025-04-25
GNLN,Greenlane Holdings Inc. Class A Common Stock,$0.2456,-0.0214,-8.015%,62609251,2047556.00,United States,2019,Durable Goods,Consumer Discretionary,/market-activity/stocks/gnln,2025-04-25
GNLX,Genelux Corporation Common Stock,$2.90,-0.04,-1.361%,185409,100352458.00,United States,2023,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/gnlx,2025-04-25
GNPX,Genprex Inc. Common Stock,$0.2325,0.0068,3.013%,1595915,5615537.00,United States,2018,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/gnpx,2025-04-25
GNRC,Generac Holdlings Inc. Common Stock,$110.06,-0.61,-0.551%,588096,6561119592.00,United States,2010,Metal Fabrications,Consumer Discretionary,/market-activity/stocks/gnrc,2025-04-25
GNS,Genius Group Limited Ordinary Shares,$0.325,0.0471,16.949%,2453807,29250000.00,Singapore,2022,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/gns,2025-04-25
GNSS,Genasys Inc. Common Stock,$2.17,0.09,4.327%,39258,97504541.00,United States,,Consumer Electronics/Appliances,Consumer Staples,/market-activity/stocks/gnss,2025-04-25
GNT,GAMCO Natural Resources Gold & Income Trust,$5.93,-0.03,-0.503%,88386,109559353.00,United States,2011,Finance/Investors Services,Finance,/market-activity/stocks/gnt,2025-04-25
GNT^A,GAMCO Natural Resources Gold & Income Tust  5.20% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share),$21.50,0.00,0.00%,48,,United States,,,,/market-activity/stocks/gnt^a,2025-04-25
GNTA,Genenta Science S.p.A. American Depositary Shares,$3.83,0.085,2.27%,9282,70050187.00,Italy,2021,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/gnta,2025-04-25
GNTX,Gentex Corporation Common Stock,$21.67,-0.08,-0.368%,2224917,4923331556.00,United States,,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/gntx,2025-04-25
GNTY,Guaranty Bancshares Inc. Common Stock,$39.87,-0.73,-1.798%,20343,454445197.00,United States,,Major Banks,Finance,/market-activity/stocks/gnty,2025-04-25
GNW,Genworth Financial Inc Common Stock,$6.63,0.05,0.76%,4863785,2776977821.00,United States,2004,Life Insurance,Finance,/market-activity/stocks/gnw,2025-04-25
GO,Grocery Outlet Holding Corp. Common Stock,$15.82,-0.30,-1.861%,4023804,1540202642.00,United States,2019,Food Chains,Consumer Staples,/market-activity/stocks/go,2025-04-25
GOCO,GoHealth Inc. Class A Common Stock,$10.47,-0.39,-3.591%,31525,240904911.00,United States,2020,Specialty Insurers,Finance,/market-activity/stocks/goco,2025-04-25
GOF,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,$14.15,0.09,0.64%,939995,0.00,United States,,Finance/Investors Services,Finance,/market-activity/stocks/gof,2025-04-25
GOGL,Golden Ocean Group Limited Common Stock,$7.65,0.61,8.665%,10634363,1525435191.00,Bermuda,,Marine Transportation,Consumer Discretionary,/market-activity/stocks/gogl,2025-04-25
GOGO,Gogo Inc. Common Stock,$6.97,0.11,1.603%,2100831,915510385.00,United States,2013,Telecommunications Equipment,Consumer Discretionary,/market-activity/stocks/gogo,2025-04-25
GOLD,Barrick Gold Corporation Common Stock (BC),$19.06,-0.91,-4.557%,37521648,33407117283.00,Canada,,Precious Metals,Basic Materials,/market-activity/stocks/gold,2025-04-25
GOLF,Acushnet Holdings Corp. Common Stock,$61.94,0.29,0.47%,386072,3712000340.00,United States,2016,Recreational Games/Products/Toys,Consumer Discretionary,/market-activity/stocks/golf,2025-04-25
GOOD,Gladstone Commercial Corporation Real Estate Investment Trust,$14.12,0.04,0.284%,392204,624001503.00,United States,2003,Real Estate,Real Estate,/market-activity/stocks/good,2025-04-25
GOODN,Gladstone Commercial Corporation 6.625% Series E Cumulative Redeemable Preferred Stock,$22.00,-0.0611,-0.277%,10411,972240302.00,United States,,Real Estate,Real Estate,/market-activity/stocks/goodn,2025-04-25
GOODO,Gladstone Commercial Corporation 6.00% Series G Cumulative Redeemable Preferred Stock par value $0.001 per share,$20.04,0.14,0.704%,7879,885622530.00,United States,,Real Estate,Real Estate,/market-activity/stocks/goodo,2025-04-25
GOOG,Alphabet Inc. Class C Capital Stock,$157.72,3.82,2.482%,18575735,1922606800000.00,United States,2004,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/goog,2025-04-25
GOOGL,Alphabet Inc. Class A Common Stock,$155.35,3.88,2.562%,31128833,1893716500000.00,United States,2004,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/googl,2025-04-25
GOOS,Canada Goose Holdings Inc. Subordinate Voting Shares,$8.48,0.15,1.801%,895069,820913184.00,,2017,Apparel,Consumer Discretionary,/market-activity/stocks/goos,2025-04-25
GORO,Gold Resource Corporation Common Stock,$0.3859,0.0075,1.982%,791831,46478833.00,United States,,Precious Metals,Basic Materials,/market-activity/stocks/goro,2025-04-25
GORV,Lazydays Holdings Inc. Common Stock,$0.2246,0.0186,9.029%,336351,24734245.00,United States,,Retail-Auto Dealers and Gas Stations,Consumer Discretionary,/market-activity/stocks/gorv,2025-04-25
GOSS,Gossamer Bio Inc. Common Stock,$0.8948,0.0674,8.146%,2338946,203317584.00,United States,2019,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/goss,2025-04-25
GOTU,Gaotu Techedu Inc. American Depositary Shares,$2.87,0.18,6.691%,1996702,741081840.00,China,2019,Other Consumer Services,Real Estate,/market-activity/stocks/gotu,2025-04-25
GOVX,GeoVax Labs Inc. Common Stock,$0.848,0.0301,3.68%,323607,11735877.00,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/govx,2025-04-25
GOVXW,GeoVax Labs Inc. Warrants,$0.03,-0.0002,-0.662%,30450,415184.00,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/govxw,2025-04-25
GP,GreenPower Motor Company Inc. Common Shares,$0.433,0.013,3.095%,48315,11470673.00,Canada,,Construction/Ag Equipment/Trucks,Consumer Discretionary,/market-activity/stocks/gp,2025-04-25
GPAT,GP-Act III Acquisition Corp. Class A Ordinary Share,$10.35,0.03,0.291%,10283,0.00,United States,2024,,,/market-activity/stocks/gpat,2025-04-25
GPATW,GP-Act III Acquisition Corp. Warrants,$0.2251,0.0151,7.19%,6205,0.00,United States,2024,,,/market-activity/stocks/gpatw,2025-04-25
GPC,Genuine Parts Company Common Stock,$116.14,1.19,1.035%,1846126,16118144964.00,United States,,Automotive Aftermarket,Consumer Discretionary,/market-activity/stocks/gpc,2025-04-25
GPCR,Structure Therapeutics Inc. American Depositary Shares,$23.32,0.28,1.215%,773421,1337235215.00,United States,2023,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/gpcr,2025-04-25
GPI,Group 1 Automotive Inc. Common Stock,$398.65,-3.18,-0.791%,209799,5279846175.00,United States,1997,Retail-Auto Dealers and Gas Stations,Consumer Discretionary,/market-activity/stocks/gpi,2025-04-25
GPJA,Georgia Power Company Series 2017A 5.00% Junior Subordinated Notes due October 1 2077,$21.81,0.215,0.996%,9209,201993315.00,United States,2017,Electric Utilities: Central,Utilities,/market-activity/stocks/gpja,2025-04-25
GPK,Graphic Packaging Holding Company,$25.17,-0.18,-0.71%,2621148,7556398084.00,United States,,Containers/Packaging,Consumer Discretionary,/market-activity/stocks/gpk,2025-04-25
GPMT,Granite Point Mortgage Trust Inc. Common Stock,$1.76,-0.02,-1.124%,588112,85977206.00,United States,2017,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/gpmt,2025-04-25
GPMT^A,Granite Point Mortgage Trust Inc. 7.00% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,$16.72,0.15,0.905%,26535,,United States,,,,/market-activity/stocks/gpmt^a,2025-04-25
GPN,Global Payments Inc. Common Stock,$71.76,0.37,0.518%,4298816,17768937507.00,United States,,Business Services,Consumer Discretionary,/market-activity/stocks/gpn,2025-04-25
GPOR,Gulfport Energy Corporation Common Shares,$171.11,-0.51,-0.297%,200192,3062001815.00,United States,2021,Oil & Gas Production,Energy,/market-activity/stocks/gpor,2025-04-25
GPRE,Green Plains Inc. Common Stock,$3.41,-0.095,-2.71%,1446674,220727411.00,United States,,Major Chemicals,Industrials,/market-activity/stocks/gpre,2025-04-25
GPRK,Geopark Ltd Common Shares,$6.52,-0.01,-0.153%,1053371,334539740.00,Bermuda,2014,Oil & Gas Production,Energy,/market-activity/stocks/gprk,2025-04-25
GPRO,GoPro Inc. Class A Common Stock,$0.5426,0.0481,9.727%,7991930,85420285.00,United States,2014,Industrial Machinery/Components,Consumer Discretionary,/market-activity/stocks/gpro,2025-04-25
GPUS,Hyperscale Data Inc. Common Stock,$2.02,0.00,0.00%,161151,13187756.00,United States,1997,Industrial Machinery/Components,Technology,/market-activity/stocks/gpus,2025-04-25
GPUS^D,Hyperscale Data Inc. 13.00% Series D Cumulative Redeemable Perpetual Preferred Stock,$11.5499,0.1499,1.315%,6113,,United States,,,,/market-activity/stocks/gpus^d,2025-04-25
GRAB,Grab Holdings Limited Class A Ordinary Shares,$4.38,0.14,3.302%,42330825,17844724742.00,Singapore,,Business Services,Consumer Discretionary,/market-activity/stocks/grab,2025-04-25
GRABW,Grab Holdings Limited Warrant,$0.37,0.015,4.225%,23603,1507431086.00,Singapore,,Business Services,Consumer Discretionary,/market-activity/stocks/grabw,2025-04-25
GRAF,Graf Global Corp. Class A ordinary shares,$10.24,0.00,0.00%,122,0.00,,2024,,,/market-activity/stocks/graf,2025-04-25
GRAL,GRAIL Inc. Common Stock ,$33.76,4.07,13.708%,1988960,1144303505.00,United States,,Medical Specialities,Health Care,/market-activity/stocks/gral,2025-04-25
GRBK,Green Brick Partners Inc. Common Stock,$57.40,0.23,0.402%,242719,2554196106.00,United States,2021,Homebuilding,Consumer Discretionary,/market-activity/stocks/grbk,2025-04-25
GRBK^A,Green Brick Partners Inc. Depositary Shares (each representing a 1/1000th fractional interest in a share of 5.75% Series A Cumulative Perpetual Preferred Stock),$21.7756,0.1301,0.601%,3888,,United States,,,,/market-activity/stocks/grbk^a,2025-04-25
GRC,Gorman-Rupp Company (The) Common Stock,$33.34,0.36,1.092%,108266,874426184.00,United States,1971,Fluid Controls,Industrials,/market-activity/stocks/grc,2025-04-25
GRCE,Grace Therapeutics Inc. Common Stock,$2.30,0.01,0.437%,12687,30858491.00,Canada,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/grce,2025-04-25
GRDN,Guardian Pharmacy Services Inc. Class A Common Stock,$23.52,-0.43,-1.795%,106002,1488513956.00,United States,2024,Retail-Drug Stores and Proprietary Stores,Consumer Staples,/market-activity/stocks/grdn,2025-04-25
GREE,Greenidge Generation Holdings Inc. Class A Common Stock,$0.799,0.0821,11.452%,362528,11565603.00,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/gree,2025-04-25
GREEL,Greenidge Generation Holdings Inc. 8.50% Senior Notes due 2026,$6.695,0.075,1.133%,21606,96910781.00,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/greel,2025-04-25
GRF,Eagle Capital Growth Fund Inc. Common Stock,$9.6652,0.0252,0.261%,155,0.00,United States,,Finance/Investors Services,Finance,/market-activity/stocks/grf,2025-04-25
GRFS,Grifols S.A. American Depositary Shares,$7.19,0.01,0.139%,1146217,4943519789.00,Spain,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/grfs,2025-04-25
