symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url,date
HIHO,Highway Holdings Limited Common Stock,$1.59,0.05,3.247%,3267,6998902,Hong Kong,NA,Metal Fabrications,Industrials,/market-activity/stocks/hiho,2025-04-24
HII,Huntington Ingalls Industries Inc. Common Stock,$217.93,0.71,0.327%,793437,8527636423,United States,NA,Marine Transportation,Industrials,/market-activity/stocks/hii,2025-04-24
HIMS,Hims & Hers Health Inc. Class A Common Stock,$26.71,1.36,5.365%,22062237,5934042428,United States,2019,Medical/Nursing Services,Health Care,/market-activity/stocks/hims,2025-04-24
HIMX,Himax Technologies Inc. American Depositary Shares,$6.66,0.29,4.553%,1068570,1164923337,Taiwan,2006,Semiconductors,Technology,/market-activity/stocks/himx,2025-04-24
HIO,Western Asset High Income Opportunity Fund Inc. Common Stock,$3.78,0.04,1.07%,501750,0,United States,NA,Finance/Investors Services,Finance,/market-activity/stocks/hio,2025-04-24
HIPO,Hippo Holdings Inc. Common Stock,$24.15,-0.38,-1.549%,120804,605723321,United States,2021,Property-Casualty Insurers,Finance,/market-activity/stocks/hipo,2025-04-24
HIT,Health In Tech Inc. Class A Common Stock,$0.645,-0.035,-5.147%,214910,35226591,United States,2024,Specialty Insurers,Finance,/market-activity/stocks/hit,2025-04-24
HITI,High Tide Inc. Common Shares,$2.35,0.06,2.62%,244639,190105847,Canada,NA,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/hiti,2025-04-24
HIVE,HIVE Digital Technologies Ltd. Common Shares,$1.69,0.09,5.625%,9848380,279889664,Canada,NA,Finance: Consumer Services,Finance,/market-activity/stocks/hive,2025-04-24
HIW,Highwoods Properties Inc. Common Stock,$28.08,0.39,1.408%,721936,3022075658,United States,1994,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/hiw,2025-04-24
HIX,Western Asset High Income Fund II Inc. Common Stock,$4.03,-0.06,-1.467%,398560,0,United States,1998,Finance/Investors Services,Finance,/market-activity/stocks/hix,2025-04-24
HKD,AMTD Digital Inc. American Depositary Shares (every five of which represent two Class A Ordinary Shares),$1.93,0.02,1.047%,65919,243496464,NA,2022,Finance: Consumer Services,Finance,/market-activity/stocks/hkd,2025-04-24
HKIT,Hitek Global Inc. Class A Ordinary Share,$1.25,-0.02,-1.575%,4738,17990455,China,2023,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/hkit,2025-04-24
HKPD,Hong Kong Pharma Digital Technology Holdings Limited Ordinary shares,$0.995,0.035,3.646%,175643,10945000,Hong Kong,2025,Other Pharmaceuticals,Health Care,/market-activity/stocks/hkpd,2025-04-24
HL,Hecla Mining Company Common Stock,$5.81,0.16,2.832%,24207917,3670938906,United States,NA,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Industrials,/market-activity/stocks/hl,2025-04-24
HL^B,Hecla Mining Company Preferred Stock,$52.99,0,0.00%,15,NA,United States,NA,NA,NA,/market-activity/stocks/hl^b,2025-04-24
HLF,Herbalife Ltd. Common Shares,$6.54,-0.32,-4.665%,2576435,661828622,Cayman Islands,2004,Other Pharmaceuticals,Health Care,/market-activity/stocks/hlf,2025-04-24
HLI,Houlihan Lokey Inc. Class A Common Stock,$155.51,0.53,0.342%,276803,10908223291,United States,2015,Investment Managers,Finance,/market-activity/stocks/hli,2025-04-24
HLIO,Helios Technologies Inc. Common Stock,$26.85,0.23,0.864%,217289,893999130,United States,2021,Metal Fabrications,Industrials,/market-activity/stocks/hlio,2025-04-24
HLIT,Harmonic Inc. Common Stock,$8.80,0.13,1.499%,1249327,1030065379,United States,1995,Radio And Television Broadcasting And Communications Equipment,Technology,/market-activity/stocks/hlit,2025-04-24
HLLY,Holley Inc. Common Stock,$2.05,0.07,3.535%,665456,245915819,United States,2020,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/hlly,2025-04-24
HLMN,Hillman Solutions Corp. Common Stock,$7.71,0.19,2.527%,1541100,1521402828,United States,2020,Industrial Machinery/Components,Consumer Discretionary,/market-activity/stocks/hlmn,2025-04-24
HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),$10.23,-0.22,-2.105%,12045012,46209301737,United Kingdom,2022,Package Goods/Cosmetics,Consumer Discretionary,/market-activity/stocks/hln,2025-04-24
HLNE,Hamilton Lane Incorporated Class A Common Stock,$144.10,7.42,5.429%,569910,7988844343,United States,2017,Investment Managers,Finance,/market-activity/stocks/hlne,2025-04-24
HLP,Hongli Group Inc. Ordinary Shares,$0.9375,-0.0523,-5.284%,1629,11473828,China,2023,Industrial Machinery/Components,Industrials,/market-activity/stocks/hlp,2025-04-24
HLT,Hilton Worldwide Holdings Inc. Common Stock,$215.36,4.72,2.241%,2181162,51814866332,United States,2016,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/hlt,2025-04-24
HLVX,HilleVax Inc. Common Stock,$1.86,0.08,4.494%,296485,93262379,United States,2022,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/hlvx,2025-04-24
HLX,Helix Energy Solutions Group Inc. Common Stock,$6.61,0.09,1.38%,2873385,997690106,United States,NA,Oilfield Services/Equipment,Energy,/market-activity/stocks/hlx,2025-04-24
HLXB,Helix Acquisition Corp. II Class A Ordinary Shares,$10.74,0,0.00%,22,0,United States,2024,NA,NA,/market-activity/stocks/hlxb,2025-04-24
HMC,Honda Motor Company Ltd. Common Stock,$29.68,-0.11,-0.369%,1333397,47398531569,Japan,NA,Auto Manufacturing,Consumer Discretionary,/market-activity/stocks/hmc,2025-04-24
HMN,Horace Mann Educators Corporation Common Stock,$40.36,0.06,0.149%,224321,1649593153,United States,1991,Property-Casualty Insurers,Finance,/market-activity/stocks/hmn,2025-04-24
HMR,Heidmar Maritime Holdings Corp. Common Stock,$2.97,0.03,1.02%,107220,161665238,Greece,NA,Marine Transportation,Consumer Discretionary,/market-activity/stocks/hmr,2025-04-24
HMST,HomeStreet Inc. Common Stock,$11.12,-0.06,-0.537%,83409,210399385,United States,2012,Major Banks,Finance,/market-activity/stocks/hmst,2025-04-24
HMY,Harmony Gold Mining Company Limited,$16.03,-0.98,-5.761%,12575343,10141129640,South Africa,NA,Precious Metals,Basic Materials,/market-activity/stocks/hmy,2025-04-24
HNI,HNI Corporation Common Stock,$41.44,0.25,0.607%,193136,1948313493,United States,NA,Office Equipment/Supplies/Services,Consumer Discretionary,/market-activity/stocks/hni,2025-04-24
HNNA,Hennessy Advisors Inc. Common Stock,$10.20,-0.3,-2.857%,4827,79394117,United States,NA,Investment Managers,Finance,/market-activity/stocks/hnna,2025-04-24
HNNAZ,Hennessy Advisors Inc. 4.875% Notes due 2026,$24.56,-0.07,-0.284%,1120,191168581,United States,NA,Investment Managers,Finance,/market-activity/stocks/hnnaz,2025-04-24
HNRG,Hallador Energy Company Common Stock,$14.47,0.2,1.402%,798813,616701951,United States,NA,Coal Mining,Energy,/market-activity/stocks/hnrg,2025-04-24
HNST,The Honest Company Inc. Common Stock,$4.51,0.03,0.67%,1419507,491185899,United States,2021,Catalog/Specialty Distribution,Consumer Discretionary,/market-activity/stocks/hnst,2025-04-24
HNVR,Hanover Bancorp Inc. Common Stock,$21.95,0.65,3.052%,33814,158059382,United States,2022,Major Banks,Finance,/market-activity/stocks/hnvr,2025-04-24
HNW,Pioneer Diversified High Income Fund Inc.,$11.66,0.19,1.656%,8720,0,United States,2007,Finance/Investors Services,Finance,/market-activity/stocks/hnw,2025-04-24
HOFT,Hooker Furnishings Corporation Common Stock,$8.97,-0.23,-2.50%,75764,96003084,United States,NA,Home Furnishings,Consumer Discretionary,/market-activity/stocks/hoft,2025-04-24
HOFV,Hall of Fame Resort & Entertainment Company Common Stock,$0.80,0,0.00%,178948,5358916,United States,NA,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/hofv,2025-04-24
HOFVW,Hall of Fame Resort &amp; Entertainment Company Warrant,$0.0021,5e-4,31.25%,48771,14067,United States,NA,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/hofvw,2025-04-24
HOG,Harley-Davidson Inc. Common Stock,$23.09,0.36,1.584%,1897065,2875555867,United States,NA,Motor Vehicles,Consumer Discretionary,/market-activity/stocks/hog,2025-04-24
HOLO,MicroCloud Hologram Inc. Ordinary Shares,$11.58,-1.09,-8.603%,1487843,59378558,United States,2021,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/holo,2025-04-24
HOLOW,MicroCloud Hologram Inc. Warrant,$0.0877,-0.013,-12.91%,43295,449698,United States,2021,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/holow,2025-04-24
HOLX,Hologic Inc. Common Stock,$58.15,-0.04,-0.069%,2387437,13048255938,United States,1990,Medical Electronics,Health Care,/market-activity/stocks/holx,2025-04-24
HOMB,Home BancShares Inc. Common Stock,$27.53,0.3,1.102%,1128114,5466100468,United States,2006,Major Banks,Finance,/market-activity/stocks/homb,2025-04-24
HON,Honeywell International Inc. Common Stock,$197.31,-1.06,-0.534%,4157918,128235429298,United States,NA,Aerospace,Industrials,/market-activity/stocks/hon,2025-04-24
HOND,HCM II Acquisition Corp. Class A Ordinary Shares,$10.75,0.05,0.467%,164525,0,United States,2024,NA,NA,/market-activity/stocks/hond,2025-04-24
HONDU,HCM II Acquisition Corp. Unit,$11.20,0.1301,1.175%,456,0,United States,2024,Blank Checks,Finance,/market-activity/stocks/hondu,2025-04-24
HONDW,HCM II Acquisition Corp. Warrant,$0.7701,0.0201,2.68%,295,0,United States,2024,Blank Checks,Finance,/market-activity/stocks/hondw,2025-04-24
HONE,HarborOne Bancorp Inc. Common Stock,$9.95,0.24,2.472%,243236,432801598,United States,2016,Major Banks,Finance,/market-activity/stocks/hone,2025-04-24
HOOD,Robinhood Markets Inc. Class A Common Stock,$44.66,2.57,6.106%,48982836,39544672182,United States,2021,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/hood,2025-04-24
HOOK,HOOKIPA Pharma Inc. Common Stock,$0.78,0.03,4.00%,41959,9406050,United States,2019,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/hook,2025-04-24
HOPE,Hope Bancorp Inc. Common Stock,$9.97,0.24,2.467%,1498154,1204054896,United States,NA,Major Banks,Finance,/market-activity/stocks/hope,2025-04-24
HOTH,Hoth Therapeutics Inc. Common Stock,$0.8321,0.0321,4.013%,148516,10959352,United States,2019,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/hoth,2025-04-24
HOUR,Hour Loop Inc. Common Stock,$1.325,0.065,5.159%,30945,46575658,United States,2022,Catalog/Specialty Distribution,Consumer Discretionary,/market-activity/stocks/hour,2025-04-24
HOUS,Anywhere Real Estate Inc. Common Stock,$3.12,0.23,7.958%,1040590,347136894,United States,2012,Real Estate,Finance,/market-activity/stocks/hous,2025-04-24
HOV,Hovnanian Enterprises Inc. Class A Common Stock,$96.92,-2.1,-2.121%,53988,574217175,United States,1983,Homebuilding,Consumer Discretionary,/market-activity/stocks/hov,2025-04-24
HOVNP,Hovnanian Enterprises Inc Dep Shr Srs A Pfd,$16.39,-0.07,-0.425%,16119,97105030,United States,NA,Homebuilding,Consumer Discretionary,/market-activity/stocks/hovnp,2025-04-24
HOVR,New Horizon Aircraft Ltd. Class A Ordinary Share,$0.508,0.0253,5.241%,321621,15943655,United States,2023,Aerospace,Industrials,/market-activity/stocks/hovr,2025-04-24
HOVRW,New Horizon Aircraft Ltd. Warrant,$0.03,-1e-4,-0.332%,107791,941554,United States,2023,Aerospace,Industrials,/market-activity/stocks/hovrw,2025-04-24
HOWL,Werewolf Therapeutics Inc. Common Stock,$0.8544,-0.0198,-2.265%,158027,38300325,United States,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/howl,2025-04-24
HP,Helmerich & Payne Inc. Common Stock,$19.80,-0.03,-0.151%,1576946,1967696438,United States,NA,Oil & Gas Production,Energy,/market-activity/stocks/hp,2025-04-24
HPAI,Helport AI Limited Ordinary Shares,$6.06,0.56,10.182%,19445,225025786,Singapore,NA,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/hpai,2025-04-24
HPE,Hewlett Packard Enterprise Company Common Stock,$15.35,0.2,1.32%,19315638,20163426045,United States,2015,Retail: Computer Software & Peripheral Equipment,Technology,/market-activity/stocks/hpe,2025-04-24
HPE^C,Hewlett Packard Enterprise Company 7.625% Series C Mandatory Convertible Preferred Stock,$47.75,0.74,1.574%,11811,NA,United States,NA,NA,NA,/market-activity/stocks/hpe^c,2025-04-24
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II,$15.55,0.28,1.834%,32520,0,United States,2002,Finance Companies,Finance,/market-activity/stocks/hpf,2025-04-24
HPH,Highest Performances Holdings Inc. American Depository Shares,$7.12,0.02,0.282%,16843,2652538471,China,2019,Investment Managers,Finance,/market-activity/stocks/hph,2025-04-24
HPI,John Hancock Preferred Income Fund Common Shares of Beneficial Interest,$15.50,0.18,1.175%,56740,0,United States,2002,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/hpi,2025-04-24
HPK,HighPeak Energy Inc. Common Stock,$9.49,0.05,0.53%,237635,1196379968,United States,NA,Oil & Gas Production,Energy,/market-activity/stocks/hpk,2025-04-24
HPKEW,HighPeak Energy Inc. Warrant,$0.83,-0.07,-7.778%,1749,104635972,United States,NA,Oil & Gas Production,Energy,/market-activity/stocks/hpkew,2025-04-24
HPP,Hudson Pacific Properties Inc. Common Stock,$2.24,0.01,0.448%,1811627,316631694,United States,2010,Real Estate,Finance,/market-activity/stocks/hpp,2025-04-24
HPP^C,Hudson Pacific Properties Inc. 4.750% Series C Cumulative Redeemable Preferred Stock,$13.02,0.09,0.696%,9007,NA,United States,NA,NA,NA,/market-activity/stocks/hpp^c,2025-04-24
HPQ,HP Inc. Common Stock,$24.63,0.45,1.861%,7288074,23218775604,United States,NA,Computer Manufacturing,Technology,/market-activity/stocks/hpq,2025-04-24
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III,$14.16,0.18,1.288%,33404,0,United States,2003,Investment Managers,Finance,/market-activity/stocks/hps,2025-04-24
HQH,abrdn Healthcare Investors Shares of Beneficial Interest,$15.78,0.4,2.601%,238171,747083996,United States,1987,Finance Companies,Finance,/market-activity/stocks/hqh,2025-04-24
HQI,HireQuest Inc. Common Stock (DE),$10.58,0.11,1.051%,12680,148120000,United States,NA,Professional Services,Consumer Discretionary,/market-activity/stocks/hqi,2025-04-24
HQL,abrdn Life Sciences Investors Shares of Beneficial Interest,$12.32,0.28,2.326%,88286,316373116,United States,1992,Investment Managers,Finance,/market-activity/stocks/hql,2025-04-24
HQY,HealthEquity Inc. Common Stock,$86.08,2.63,3.152%,1106876,7445614330,United States,2014,Business Services,Consumer Discretionary,/market-activity/stocks/hqy,2025-04-24
HR,Healthcare Realty Trust Incorporated Common Stock,$15.72,-0.06,-0.38%,1905300,5514896782,United States,NA,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/hr,2025-04-24
HRB,H&R Block Inc. Common Stock,$59.37,-0.64,-1.066%,1605761,7946630685,United States,NA,Other Consumer Services,Consumer Discretionary,/market-activity/stocks/hrb,2025-04-24
HRI,Herc Holdings Inc. Common Stock,$104.84,2.5,2.443%,877927,2983271055,United States,2016,Misc Corporate Leasing Services,Industrials,/market-activity/stocks/hri,2025-04-24
HRL,Hormel Foods Corporation Common Stock,$30.81,0.1,0.326%,2047904,16942804156,United States,NA,Meat/Poultry/Fish,Consumer Staples,/market-activity/stocks/hrl,2025-04-24
HRMY,Harmony Biosciences Holdings Inc. Common Stock,$28.90,-0.28,-0.96%,662203,1657288158,United States,2020,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/hrmy,2025-04-24
HROW,Harrow Inc. Common Stock,$23.83,0.92,4.016%,390864,849638895,United States,NA,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/hrow,2025-04-24
HROWL,Harrow Inc. 8.625% Senior Notes due 2026,$25.25,0.17,0.678%,4360,900267818,United States,NA,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/hrowl,2025-04-24
HROWM,Harrow  Inc. 11.875% Senior Notes due 2027,$25.935,0.035,0.135%,2194,924690925,United States,NA,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/hrowm,2025-04-24
HRTG,Heritage Insurance Holdings Inc. Common Stock,$19.07,-0.28,-1.447%,616734,816953327,United States,2014,Property-Casualty Insurers,Finance,/market-activity/stocks/hrtg,2025-04-24
HRTX,Heron Therapeutics Inc. Common Stock,$2.20,0.05,2.326%,1379063,335125094,United States,NA,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/hrtx,2025-04-24
HRZN,Horizon Technology Finance Corporation Common Stock,$8.48,0.16,1.923%,205575,341871268,United States,2010,Finance: Consumer Services,Finance,/market-activity/stocks/hrzn,2025-04-24
HSAI,Hesai Group American Depositary Share each ADS represents one Class B ordinary share,$14.39,1.3,9.931%,9937564,1906209685,China,2023,Industrial Machinery/Components,Industrials,/market-activity/stocks/hsai,2025-04-24
HSBC,HSBC Holdings plc. Common Stock,$56.01,2,3.703%,2939656,199797238916,United Kingdom,NA,Savings Institutions,Finance,/market-activity/stocks/hsbc,2025-04-24
HSCS,HeartSciences Inc. Common Stock,$3.3387,-0.0613,-1.803%,7166,3608954,United States,2022,Industrial Specialties,Health Care,/market-activity/stocks/hscs,2025-04-24
HSDT,Helius Medical Technologies Inc. Class A Common Stock (DE),$0.295,0.023,8.456%,30737,1807400,United States,NA,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,/market-activity/stocks/hsdt,2025-04-24
HSHP,Himalaya Shipping Ltd. Common Shares,$4.92,0.38,8.37%,210087,229026000,NA,2023,Marine Transportation,Consumer Discretionary,/market-activity/stocks/hshp,2025-04-24
HSIC,Henry Schein Inc. Common Stock,$65.49,0.95,1.472%,899384,8132337388,United States,1995,Medical Specialities,Health Care,/market-activity/stocks/hsic,2025-04-24
HSII,Heidrick & Struggles International Inc. Common Stock,$37.76,-0.27,-0.71%,176031,770675370,United States,1999,Diversified Commercial Services,Consumer Discretionary,/market-activity/stocks/hsii,2025-04-24
HSON,Hudson Global Inc. Common Stock,$9.55,-0.03,-0.313%,1251,26269519,United States,NA,Professional Services,Consumer Discretionary,/market-activity/stocks/hson,2025-04-24
HSPO,Horizon Space Acquisition I Corp. Ordinary Shares,$11.80,-0.1,-0.84%,111,0,United States,2023,Blank Checks,Finance,/market-activity/stocks/hspo,2025-04-24
HSPOW,Horizon Space Acquisition I Corp. Warrant,$0.0162,-0.0015,-8.475%,10400,0,United States,2023,Blank Checks,Finance,/market-activity/stocks/hspow,2025-04-24
HSPTR,Horizon Space Acquisition II Corp. Right,$0.18,0,0.00%,427,0,United States,2025,NA,NA,/market-activity/stocks/hsptr,2025-04-24
HST,Host Hotels & Resorts Inc. Common Stock,$13.77,-0.05,-0.362%,7417511,9550636781,United States,NA,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/hst,2025-04-24
HSTM,HealthStream Inc. Common Stock,$32.56,0.4,1.244%,121986,990941134,United States,2000,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/hstm,2025-04-24
HSY,The Hershey Company Common Stock,$166.60,-0.84,-0.502%,911252,33721611791,United States,NA,Specialty Foods,Consumer Staples,/market-activity/stocks/hsy,2025-04-24
HTB,HomeTrust Bancshares Inc. Common Stock,$34.92,0.58,1.689%,28879,613473128,United States,NA,Savings Institutions,Finance,/market-activity/stocks/htb,2025-04-24
HTBK,Heritage Commerce Corp Common Stock,$9.07,0.12,1.341%,297035,557287411,United States,NA,Major Banks,Finance,/market-activity/stocks/htbk,2025-04-24
HTCO,High-Trend International Group Class A Ordinary Shares,$1.21,-0.05,-3.968%,257100,146337043,Singapore,NA,Marine Transportation,Consumer Discretionary,/market-activity/stocks/htco,2025-04-24
HTCR,Heartcore Enterprises Inc. Common Stock,$0.5801,0.0313,5.703%,75665,12805901,Japan,2022,EDP Services,Technology,/market-activity/stocks/htcr,2025-04-24
HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,$22.50,0.11,0.491%,50506,0,United States,2004,Finance Companies,Finance,/market-activity/stocks/htd,2025-04-24
HTFC,Horizon Technology Finance Corporation 6.25% Notes due 2027,$24.02,0.01,0.042%,3251,968366492,United States,2022,Finance: Consumer Services,Finance,/market-activity/stocks/htfc,2025-04-24
HTGC,Hercules Capital Inc. Common Stock,$17.62,0.21,1.206%,972673,3050985074,United States,2012,Investment Managers,Finance,/market-activity/stocks/htgc,2025-04-24
HTH,Hilltop Holdings Inc.,$28.95,0.17,0.591%,382739,1877820761,United States,NA,Major Banks,Finance,/market-activity/stocks/hth,2025-04-24
HTHT,H World Group Limited American Depositary Shares,$35.42,0.47,1.345%,2280379,11189342172,China,2010,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/htht,2025-04-24
HTLD,Heartland Express Inc. Common Stock,$8.32,-0.04,-0.478%,479353,653534012,United States,1986,Trucking Freight/Courier Services,Industrials,/market-activity/stocks/htld,2025-04-24
HTLM,HomesToLife Ltd Ordinary Shares,$3.75,0.0875,2.389%,43988,55078125,Singapore,2024,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/htlm,2025-04-24
HTOO,Fusion Fuel Green PLC Class A Ordinary Shares,$0.242,0.002,0.833%,97580,4204016,Ireland,NA,Industrial Machinery/Components,Energy,/market-activity/stocks/htoo,2025-04-24
HTZ,Hertz Global Holdings Inc Common Stock,$8.475,-0.045,-0.528%,27050915,2600416658,United States,NA,Rental/Leasing Companies,Consumer Discretionary,/market-activity/stocks/htz,2025-04-24
HTZWW,Hertz Global Holdings Inc Warrant,$4.495,-0.005,-0.111%,431611,1379218039,United States,NA,Rental/Leasing Companies,Consumer Discretionary,/market-activity/stocks/htzww,2025-04-24
HUBB,Hubbell Inc Common Stock,$345.95,5.43,1.595%,599098,18566331820,United States,2015,Electrical Products,Technology,/market-activity/stocks/hubb,2025-04-24
HUBC,Hub Cyber Security Ltd. Ordinary Shares,$2.66,-0.07,-2.564%,122329,18938357,Israel,NA,Computer Communications Equipment,Telecommunications,/market-activity/stocks/hubc,2025-04-24
HUBCW,Hub Cyber Security Ltd. Warrant 2/27/28,$0.0225,0.0028,14.213%,52099,160193,Israel,NA,Computer Communications Equipment,Telecommunications,/market-activity/stocks/hubcw,2025-04-24
HUBCZ,Hub Cyber Security Ltd. Warrant 8/22/2025,$0.0164,0,0.00%,5,116763,Israel,NA,Computer Communications Equipment,Telecommunications,/market-activity/stocks/hubcz,2025-04-24
HUBG,Hub Group Inc. Class A Common Stock,$32.74,0.52,1.614%,762009,2013600100,United States,1996,Oil Refining/Marketing,Consumer Discretionary,/market-activity/stocks/hubg,2025-04-24
HUBS,HubSpot Inc. Common Stock,$565.96,24.14,4.455%,852750,29516555459,United States,2014,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/hubs,2025-04-24
HUDI,Huadi International Group Co. Ltd. Ordinary Shares,$1.40,-0.0457,-3.161%,3514,19990855,China,2021,Steel/Iron Ore,Industrials,/market-activity/stocks/hudi,2025-04-24
HUHU,HUHUTECH International Group Inc. Ordinary Shares,$4.74,0.15,3.268%,23886,100725000,China,2024,Metal Fabrications,Telecommunications,/market-activity/stocks/huhu,2025-04-24
HUIZ,Huize Holding Limited American Depositary Shares,$1.77,0.07,4.118%,75905,17603701,China,2020,Specialty Insurers,Finance,/market-activity/stocks/huiz,2025-04-24
HUM,Humana Inc. Common Stock,$263.61,4.69,1.811%,1092431,31803159121,United States,NA,Medical Specialities,Health Care,/market-activity/stocks/hum,2025-04-24
HUMA,Humacyte Inc. Common Stock,$1.47,0.1,7.299%,3213688,228024660,United States,2020,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/huma,2025-04-24
HUMAW,Humacyte Inc. Warrant,$0.34,-0.0055,-1.592%,22582,52740397,United States,2020,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/humaw,2025-04-24
HUN,Huntsman Corporation Common Stock,$12.90,-0.18,-1.376%,4401686,2231491575,United States,2005,Major Chemicals,Industrials,/market-activity/stocks/hun,2025-04-24
HURA,TuHURA Biosciences Inc. Common Stock,$4.20,0.12,2.941%,106866,183457667,United States,NA,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/hura,2025-04-24
HURC,Hurco Companies Inc. Common Stock,$15.05,0.63,4.369%,25587,97584050,United States,NA,Industrial Machinery/Components,Industrials,/market-activity/stocks/hurc,2025-04-24
HURN,Huron Consulting Group Inc. Common Stock,$137.21,1.83,1.352%,216899,2425541301,United States,2004,Professional Services,Consumer Discretionary,/market-activity/stocks/hurn,2025-04-24
HUSA,Houston American Energy Corporation Common Stock,$0.558,0.0144,2.649%,149963,8753085,United States,NA,Oil & Gas Production,Energy,/market-activity/stocks/husa,2025-04-24
HUT,Hut 8 Corp. Common Stock,$12.26,0.47,3.986%,6602892,1273270710,United States,NA,Finance: Consumer Services,Finance,/market-activity/stocks/hut,2025-04-24
HUYA,HUYA Inc. American depositary shares each  representing one Class A ordinary share,$3.45,0.08,2.374%,1213940,771108496,United States,2018,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/huya,2025-04-24
HVIIR,Hennessy Capital Investment Corp. VII Rights,$0.18,0,0.00%,12,0,United States,2025,NA,NA,/market-activity/stocks/hviir,2025-04-24
HVIIU,Hennessy Capital Investment Corp. VII Unit,$10.05,-9e-4,-0.009%,1266,0,United States,2025,NA,NA,/market-activity/stocks/hviiu,2025-04-24
HVT,Haverty Furniture Companies Inc. Common Stock,$18.02,0.17,0.952%,175849,291807483,United States,NA,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/hvt,2025-04-24
HVT/A,Haverty Furniture Companies Inc.,$16.94,0,0.00%,80,NA,United States,NA,NA,NA,/market-activity/stocks/hvt/a,2025-04-24
HWBK,Hawthorn Bancshares Inc. Common Stock,$29.66,0.25,0.85%,15793,207079269,United States,NA,Major Banks,Finance,/market-activity/stocks/hwbk,2025-04-24
HWC,Hancock Whitney Corporation Common Stock,$50.83,0.87,1.741%,743283,4377833936,United States,NA,Major Banks,Finance,/market-activity/stocks/hwc,2025-04-24
HWCPZ,Hancock Whitney Corporation 6.25% Subordinated Notes due 2060,$23.2335,-0.0665,-0.285%,7163,2001030981,United States,NA,Major Banks,Finance,/market-activity/stocks/hwcpz,2025-04-24
HWH,HWH International Inc. Common Stock,$1.11,0.04,3.738%,38197,7188804,United States,2022,Other Pharmaceuticals,Health Care,/market-activity/stocks/hwh,2025-04-24
HWKN,Hawkins Inc. Common Stock,$122.40,-0.46,-0.374%,98693,2561710090,United States,NA,Specialty Chemicals,Consumer Discretionary,/market-activity/stocks/hwkn,2025-04-24
HWM,Howmet Aerospace Inc. Common Stock,$129.70,5.4,4.344%,2931645,52531420714,United States,NA,Metal Fabrications,Industrials,/market-activity/stocks/hwm,2025-04-24
HWM^,Howmet Aerospace Inc. $3.75 Preferred Stock,$65.4327,-2.8173,-4.128%,351,NA,United States,NA,NA,NA,/market-activity/stocks/hwm^,2025-04-24
HXHX,Haoxin Holdings Limited Class A Ordinary Shares,$1.70,-0.05,-2.857%,443365,23375000,China,2025,Trucking Freight/Courier Services,Industrials,/market-activity/stocks/hxhx,2025-04-24
HXL,Hexcel Corporation Common Stock,$49.50,1.19,2.463%,2285770,4016015784,United States,NA,Major Chemicals,Industrials,/market-activity/stocks/hxl,2025-04-24
HY,Hyster-Yale Inc. Class A common stock,$38.32,0.39,1.028%,58778,678160766,United States,NA,Construction/Ag Equipment/Trucks,Industrials,/market-activity/stocks/hy,2025-04-24
